Bib,Bib,围兜,,,,,,,,,,,,,,,,
Scarf,Scarf,围巾,,,,,,,,,,,,,,,,
Go game,Go game,围棋,,,,,,,,,,,,,,,,
Apron,Apron,围裙,,,,,,,,,,,,,,,,
King,King,国王,,,,,,,,,,,,,,,,
Chess,Chess,国际象棋,,,,,,,,,,,,,,,,
Library,Library,图书馆,,,,,,,,,,,,,,,,
Pictures,Pictures,图画,,,,,,,,,,,,,,,,
Icons,Icons,图示,,,,,,,,,,,,,,,,
Totem,Totem,图腾,,,,,,,,,,,,,,,,
Circle,Circle,圆形,,,,,,,,,,,,,,,,
Circular,Circular,圆形轨道,,,,,,,,,,,,,,,,
Centre,Centre,圆心,,,,,,,,,,,,,,,,
Column,Column,圆柱,,,,,,,,,,,,,,,,
Ring,Ring,圆环,,,,,,,,,,,,,,,,
Cone,Cone,圆锥体,,,,,,,,,,,,,,,,
Bowler,Bowler,圆顶礼帽,,,,,,,,,,,,,,,,
Derby,Derby,圆顶礼帽,,,,,,,,,,,,,,,,
Earth,Earth,土,,,,,,,,,,,,,,,,
Mound,Mound,土丘,,,,,,,,,,,,,,,,
Land,Land,土地,,,,,,,,,,,,,,,,
Adobe,Adobe,土坯墙,,,,,,,,,,,,,,,,
Marmot,Marmot,土拨鼠,,,,,,,,,,,,,,,,
Saturn,Saturn,土星,,,,,,,,,,,,,,,,
Potatoes,Potatoes,土豆,,,,,,,,,,,,,,,,
Potato,Potato,土豆,,,,,,,,,,,,,,,,
Chalice,Chalice,圣杯,,,,,,,,,,,,,,,,
Scarab,Scarab,圣甲虫,,,,,,,,,,,,,,,,
Santa,Santa,圣诞老人,,,,,,,,,,,,,,,,
Map,Map,地图,,,,,,,,,,,,,,,,
Floor,Floor,地板,,,,,,,,,,,,,,,,
Rug,Rug,地毯,,,,,,,,,,,,,,,,
Burrow,Burrow,地洞,,,,,,,,,,,,,,,,
Earth,Earth,地球,,,,,,,,,,,,,,,,
Globe,Globe,地球仪,,,,,,,,,,,,,,,,
Gnome,Gnome,地精,,,,,,,,,,,,,,,,
Subway,Subway,地铁,,,,,,,,,,,,,,,,
Clapboard,Clapboard,场记板,,,,,,,,,,,,,,,,
Bidet,Bidet,坐浴盆,,,,,,,,,,,,,,,,
Nut,Nut,坚果,,,,,,,,,,,,,,,,
Wedges,Wedges,坡跟鞋,,,,,,,,,,,,,,,,
Crucible,Crucible,坩埚,,,,,,,,,,,,,,,,
Cowl,Cowl,垂褶领,,,,,,,,,,,,,,,,
Garbage,Garbage,垃圾,,,,,,,,,,,,,,,,
Trash,Trash,垃圾,,,,,,,,,,,,,,,,
Bin,Bin,垃圾桶,,,,,,,,,,,,,,,,
Trash,Trash,垃圾箱,,,,,,,,,,,,,,,,
Cushion,Cushion,垫子,,,,,,,,,,,,,,,,
Chickpea,Chickpea,埃及豆,,,,,,,,,,,,,,,,
Emir,Emir,埃米尔,,,,,,,,,,,,,,,,
Eiffel,Eiffel,埃菲尔铁塔,,,,,,,,,,,,,,,,
Castle,Castle,城堡,,,,,,,,,,,,,,,,
Rampart,Rampart,城墙,,,,,,,,,,,,,,,,
Bailey,Bailey,城郭,,,,,,,,,,,,,,,,
Bacon,Bacon,培根,,,,,,,,,,,,,,,,
Pedestal,Pedestal,基座桌,,,,,,,,,,,,,,,,
Compost,Compost,堆肥,,,,,,,,,,,,,,,,
Fort,Fort,堡垒,,,,,,,,,,,,,,,,
Plastic,Plastic,塑胶,,,,,,,,,,,,,,,,
Taco,Taco,塔可,,,,,,,,,,,,,,,,
Tacos,Tacos,塔可,,,,,,,,,,,,,,,,
Tower bridge,Tower bridge,塔桥,,,,,,,,,,,,,,,,
Tower,Tower,塔楼,,,,,,,,,,,,,,,,
Tarot,Tarot,塔罗牌,,,,,,,,,,,,,,,,
Tower,Tower,塔钟,,,,,,,,,,,,,,,,
Pagoda,Pagoda,塔顶,,,,,,,,,,,,,,,,
Cyprus,Cyprus,塞浦路斯,,,,,,,,,,,,,,,,
Filler,Filler,填充花,,,,,,,,,,,,,,,,
Crossword,Crossword,填字游戏,,,,,,,,,,,,,,,,
Ink,Ink,墨水,,,,,,,,,,,,,,,,
Sombrero,Sombrero,墨西哥宽边帽,,,,,,,,,,,,,,,,
Nachos,Nachos,墨西哥玉米片,,,,,,,,,,,,,,,,
Tortilla,Tortilla,墨西哥薄饼,,,,,,,,,,,,,,,,
Fucus,Fucus,墨角藻,,,,,,,,,,,,,,,,
Wall lamp,Wall lamp,壁灯,,,,,,,,,,,,,,,,
Fireplace,Fireplace,壁炉,,,,,,,,,,,,,,,,
Hearth,Hearth,壁炉,,,,,,,,,,,,,,,,
Murals,Murals,壁画,,,,,,,,,,,,,,,,
Gecko,Gecko,壁虎,,,,,,,,,,,,,,,,
Loam,Loam,壤土,,,,,,,,,,,,,,,,
Jug,Jug,壶,,,,,,,,,,,,,,,,
Spout,Spout,壶嘴,,,,,,,,,,,,,,,,
Virgo,Virgo,处女座,,,,,,,,,,,,,,,,
Prescription,Prescription,处方,,,,,,,,,,,,,,,,
Easter,Easter,复活节,,,,,,,,,,,,,,,,
Ciabatta,Ciabatta,夏巴塔,,,,,,,,,,,,,,,,
Takeaway,Takeaway,外卖,,,,,,,,,,,,,,,,
Barbican,Barbican,外堡,,,,,,,,,,,,,,,,
Chassis,Chassis,外壳,,,,,,,,,,,,,,,,
Coat,Coat,外套,,,,,,,,,,,,,,,,
To-go cup,To-go cup,外带杯,,,,,,,,,,,,,,,,
Surgical,Surgical,外科口罩,,,,,,,,,,,,,,,,
Grapnel,Grapnel,多爪锚,,,,,,,,,,,,,,,,
Domino,Domino,多米诺骨牌,,,,,,,,,,,,,,,,
Donnie,Donnie,多纳泰罗,,,,,,,,,,,,,,,,
Succulent,Succulent,多肉植物,,,,,,,,,,,,,,,,
Night,Night,夜晚,,,,,,,,,,,,,,,,
Dahlia,Dahlia,大丽花,,,,,,,,,,,,,,,,
Tuba,Tuba,大号,,,,,,,,,,,,,,,,
Thumb,Thumb,大拇指,,,,,,,,,,,,,,,,
Cello,Cello,大提琴,,,,,,,,,,,,,,,,
Big Ben,Big Ben,大本钟,,,,,,,,,,,,,,,,
Australia,Australia,大洋洲,,,,,,,,,,,,,,,,
Cannon,Cannon,大炮,,,,,,,,,,,,,,,,
Gorilla,Gorilla,大猩猩,,,,,,,,,,,,,,,,
Marble,Marble,大理石,,,,,,,,,,,,,,,,
Big cage,Big cage,大笼子,,,,,,,,,,,,,,,,
Rice,Rice,大米,,,,,,,,,,,,,,,,
Brain,Brain,大脑,,,,,,,,,,,,,,,,
Garlic,Garlic,大蒜,,,,,,,,,,,,,,,,
Overcoat,Overcoat,大衣,,,,,,,,,,,,,,,,
Coat,Coat,大衣,,,,,,,,,,,,,,,,
Soybean,Soybean,大豆,,,,,,,,,,,,,,,,
Elephant,Elephant,大象,,,,,,,,,,,,,,,,
Tome,Tome,大部头,,,,,,,,,,,,,,,,
Flagons,Flagons,大酒壶,,,,,,,,,,,,,,,,
Tankard,Tankard,大酒杯,,,,,,,,,,,,,,,,
Big screen,Big screen,大银幕,,,,,,,,,,,,,,,,
Gates,Gates,大门,,,,,,,,,,,,,,,,
Barley,Barley,大麦,,,,,,,,,,,,,,,,
Barley cereal,Barley cereal,大麦,,,,,,,,,,,,,,,,
Angel,Angel,天使,,,,,,,,,,,,,,,,
Tempura,Tempura,天妇罗,,,,,,,,,,,,,,,,
Scales,Scales,天平,,,,,,,,,,,,,,,,
Scale,Scale,天平,,,,,,,,,,,,,,,,
Uranus,Uranus,天王星,,,,,,,,,,,,,,,,
Libra,Libra,天秤座,,,,,,,,,,,,,,,,
Sky,Sky,天空,,,,,,,,,,,,,,,,
Azure hue,Azure hue,天蓝色,,,,,,,,,,,,,,,,
Cerulean,Cerulean,天蓝色,,,,,,,,,,,,,,,,
Mothman,Mothman,天蛾人,,,,,,,,,,,,,,,,
Scorpio,Scorpio,天蝎座,,,,,,,,,,,,,,,,
Swan,Swan,天鹅,,,,,,,,,,,,,,,,
Swan origami,Swan origami,天鹅折纸,,,,,,,,,,,,,,,,
Toffee,Toffee,太妃糖,,,,,,,,,,,,,,,,
Pacific,Pacific,太平洋,,,,,,,,,,,,,,,,
Sun,Sun,太阳,,,,,,,,,,,,,,,,
Solar chakras,Solar chakras,太阳神经丛脉轮,,,,,,,,,,,,,,,,
Sundress,Sundress,太阳裙,,,,,,,,,,,,,,,,
Sunglasses,Sunglasses,太阳镜,,,,,,,,,,,,,,,,
Tiara,Tiara,头冠,,,,,,,,,,,,,,,,
Hair,Hair,头发,,,,,,,,,,,,,,,,
Bandana,Bandana,头巾,,,,,,,,,,,,,,,,
Turban,Turban,头巾,,,,,,,,,,,,,,,,
Headset,Headset,头戴式耳机,,,,,,,,,,,,,,,,
Headlamp,Headlamp,头灯,,,,,,,,,,,,,,,,
Helmet,Helmet,头盔,,,,,,,,,,,,,,,,
Veil,Veil,头纱,,,,,,,,,,,,,,,,
Tiara,Tiara,头饰,,,,,,,,,,,,,,,,
Skull,Skull,头骨,,,,,,,,,,,,,,,,
Jacket,Jacket,夹克,,,,,,,,,,,,,,,,
Clamp,Clamp,夹具,,,,,,,,,,,,,,,,
Tongs,Tongs,夹子,,,,,,,,,,,,,,,,
Clamp,Clamp,夹子,,,,,,,,,,,,,,,,
Tongs,Tongs,夹钳,,,,,,,,,,,,,,,,
Chimera,Chimera,奇美拉,,,,,,,,,,,,,,,,
Run,Run,奔跑,,,,,,,,,,,,,,,,
Statuette,Statuette,奖像,,,,,,,,,,,,,,,,
Prize,Prize,奖品,,,,,,,,,,,,,,,,
Ribbon,Ribbon,奖带,,,,,,,,,,,,,,,,
Trophy,Trophy,奖杯,,,,,,,,,,,,,,,,
Medal,Medal,奖牌,,,,,,,,,,,,,,,,
Diploma,Diploma,奖状,,,,,,,,,,,,,,,,
Medal,Medal,奖章,,,,,,,,,,,,,,,,
Award ribbon,Award ribbon,奖章绶带,,,,,,,,,,,,,,,,
Jumper,Jumper,套头衫,,,,,,,,,,,,,,,,
Pullover,Pullover,套头衫,,,,,,,,,,,,,,,,
Lasso,Lasso,套索,,,,,,,,,,,,,,,,
Ogopogo,Ogopogo,奥古普古,,,,,,,,,,,,,,,,
Oscars,Oscars,奥斯卡,,,,,,,,,,,,,,,,
Oscar,Oscar,奥斯卡奖,,,,,,,,,,,,,,,,
Olympics,Olympics,奥运会,,,,,,,,,,,,,,,,
Woman,Woman,女人,,,,,,,,,,,,,,,,
Lady,Lady,女士,,,,,,,,,,,,,,,,
Blouse,Blouse,女式衬衫,,,,,,,,,,,,,,,,
Empress,Empress,女皇,,,,,,,,,,,,,,,,
Pacifier,Pacifier,奶嘴,,,,,,,,,,,,,,,,
Cow,Cow,奶牛,,,,,,,,,,,,,,,,
Milk bottle,Milk bottle,奶瓶,,,,,,,,,,,,,,,,
Bottle,Bottle,奶瓶,,,,,,,,,,,,,,,,
Name tag,Name tag,姓名牌,,,,,,,,,,,,,,,,
Ginger,Ginger,姜,,,,,,,,,,,,,,,,
Venetian,Venetian,威尼斯面具,,,,,,,,,,,,,,,,
Doll,Doll,娃娃,,,,,,,,,,,,,,,,
Dollhouse,Dollhouse,娃娃屋,,,,,,,,,,,,,,,,
Wedding rings,Wedding rings,婚戒,,,,,,,,,,,,,,,,
Wedding,Wedding,婚礼,,,,,,,,,,,,,,,,
Crib,Crib,婴儿床,,,,,,,,,,,,,,,,
Child yoga,Child yoga,婴儿式,,,,,,,,,,,,,,,,
Balasana,Balasana,婴儿式,,,,,,,,,,,,,,,,
Stroller,Stroller,婴儿车,,,,,,,,,,,,,,,,
Baby carriage,Baby carriage,婴儿车,,,,,,,,,,,,,,,,
Sprout,Sprout,嫩芽,,,,,,,,,,,,,,,,
Hole saw,Hole saw,孔锯,,,,,,,,,,,,,,,,
Peacock,Peacock,孔雀,,,,,,,,,,,,,,,,
Piggybank,Piggybank,存钱罐,,,,,,,,,,,,,,,,
Cumin,Cumin,孜然,,,,,,,,,,,,,,,,
Butte,Butte,孤山,,,,,,,,,,,,,,,,
Graduate cap,Graduate cap,学士帽,,,,,,,,,,,,,,,,
School building,School building,学校建筑,,,,,,,,,,,,,,,,
Student,Student,学生,,,,,,,,,,,,,,,,
Ningen,Ningen,宁根,,,,,,,,,,,,,,,,
Anole,Anole,安乐蜥,,,,,,,,,,,,,,,,
Security,Security,安保,,,,,,,,,,,,,,,,
Safety razor,Safety razor,安全剃须刀,,,,,,,,,,,,,,,,
Safety helmet,Safety helmet,安全头盔,,,,,,,,,,,,,,,,
Seatbelt,Seatbelt,安全带,,,,,,,,,,,,,,,,
Hard hat,Hard hat,安全帽,,,,,,,,,,,,,,,,
Safety net,Safety net,安全网,,,,,,,,,,,,,,,,
Ankh,Ankh,安卡,,,,,,,,,,,,,,,,
Pacifier,Pacifier,安抚奶嘴,,,,,,,,,,,,,,,,
Ansuz,Ansuz,安祖,,,,,,,,,,,,,,,,
Location,Location,定位,,,,,,,,,,,,,,,,
Pagoda,Pagoda,宝塔,,,,,,,,,,,,,,,,
Throne,Throne,宝座,,,,,,,,,,,,,,,,
Gems,Gems,宝石,,,,,,,,,,,,,,,,
Gem,Gem,宝石,,,,,,,,,,,,,,,,
Ruby red,Ruby red,宝石红,,,,,,,,,,,,,,,,
Chest,Chest,宝箱,,,,,,,,,,,,,,,,
Treasure,Treasure,宝藏,,,,,,,,,,,,,,,,
Cowrie,Cowrie,宝螺,,,,,,,,,,,,,,,,
Laboratory,Laboratory,实验室,,,,,,,,,,,,,,,,
Trial,Trial,审判,,,,,,,,,,,,,,,,
Court shoes,Court shoes,宫廷鞋,,,,,,,,,,,,,,,,
Furniture,Furniture,家俱,,,,,,,,,,,,,,,,
Prawn,Prawn,对虾,,,,,,,,,,,,,,,,
Navigate,Navigate,导航,,,,,,,,,,,,,,,,
Sushi,Sushi,寿司,,,,,,,,,,,,,,,,
Spotlight,Spotlight,射灯,,,,,,,,,,,,,,,,
Archery,Archery,射箭,,,,,,,,,,,,,,,,
Clown,Clown,小丑,,,,,,,,,,,,,,,,
Buffoon,Buffoon,小丑,,,,,,,,,,,,,,,,
Clown face,Clown face,小丑脸,,,,,,,,,,,,,,,,
Urinal,Urinal,小便池,,,,,,,,,,,,,,,,
Coronet,Coronet,小冠冕,,,,,,,,,,,,,,,,
Trumpet,Trumpet,小号,,,,,,,,,,,,,,,,
Buckler shield,Buckler shield,小圆盾,,,,,,,,,,,,,,,,
Bun,Bun,小圆面包,,,,,,,,,,,,,,,,
Roll,Roll,小圆面包,,,,,,,,,,,,,,,,
Buns,Buns,小圆面包,,,,,,,,,,,,,,,,
Spyglass,Spyglass,小型望远镜,,,,,,,,,,,,,,,,
Cherub,Cherub,小天使,,,,,,,,,,,,,,,,
Cygnet,Cygnet,小天鹅,,,,,,,,,,,,,,,,
Kid,Kid,小孩,,,,,,,,,,,,,,,,
Kid,Kid,小山羊,,,,,,,,,,,,,,,,
Path,Path,小径,,,,,,,,,,,,,,,,
Lentil,Lentil,小扁豆,,,,,,,,,,,,,,,,
Violin,Violin,小提琴,,,,,,,,,,,,,,,,
Chapel,Chapel,小教堂,,,,,,,,,,,,,,,,
Calf,Calf,小牛,,,,,,,,,,,,,,,,
Puppy,Puppy,小狗,,,,,,,,,,,,,,,,
Piglet,Piglet,小猪,,,,,,,,,,,,,,,,
Piglet,Piglet,小猪崽,,,,,,,,,,,,,,,,
Kitten,Kitten,小猫,,,,,,,,,,,,,,,,
Locket,Locket,小盒坠子,,,,,,,,,,,,,,,,
Leprechaun,Leprechaun,小矮妖,,,,,,,,,,,,,,,,
Millet cereal,Millet cereal,小米,,,,,,,,,,,,,,,,
Lamb,Lamb,小羊,,,,,,,,,,,,,,,,
Mustache,Mustache,小胡子,,,,,,,,,,,,,,,,
Boat,Boat,小船,,,,,,,,,,,,,,,,
Boat origami,Boat origami,小船折纸,,,,,,,,,,,,,,,,
Radish,Radish,小萝卜,,,,,,,,,,,,,,,,
Planets,Planets,小行星,,,,,,,,,,,,,,,,
Wallaby,Wallaby,小袋鼠,,,,,,,,,,,,,,,,
Tips,Tips,小费,,,,,,,,,,,,,,,,
Pathway,Pathway,小路,,,,,,,,,,,,,,,,
BMX,BMX,小轮车,,,,,,,,,,,,,,,,
Widget,Widget,小部件,,,,,,,,,,,,,,,,
Figurine,Figurine,小雕像,,,,,,,,,,,,,,,,
Foal,Foal,小马,,,,,,,,,,,,,,,,
Pony,Pony,小马,,,,,,,,,,,,,,,,
Duckling,Duckling,小鸭,,,,,,,,,,,,,,,,
Gosling,Gosling,小鹅,,,,,,,,,,,,,,,,
Wheat,Wheat,小麦,,,,,,,,,,,,,,,,
Erg,Erg,尔格沙地,,,,,,,,,,,,,,,,
Squeal,Squeal,尖叫,,,,,,,,,,,,,,,,
Fangs,Fangs,尖牙,,,,,,,,,,,,,,,,
Penne,Penne,尖管面,,,,,,,,,,,,,,,,
Spire,Spire,尖顶,,,,,,,,,,,,,,,,
Ukulele,Ukulele,尤克里里,,,,,,,,,,,,,,,,
Ruler,Ruler,尺子,,,,,,,,,,,,,,,,
Tale,Tale,尾巴,,,,,,,,,,,,,,,,
Tail,Tail,尾梳,,,,,,,,,,,,,,,,
Diaper,Diaper,尿布,,,,,,,,,,,,,,,,
Tadasana,Tadasana,山式,,,,,,,,,,,,,,,,
Troll,Troll,山怪,,,,,,,,,,,,,,,,
Hawthorn,Hawthorn,山楂,,,,,,,,,,,,,,,,
Cougar,Cougar,山狮,,,,,,,,,,,,,,,,
Goat,Goat,山羊,,,,,,,,,,,,,,,,
Goat,Goat,山羊群,,,,,,,,,,,,,,,,
Goatee,Goatee,山羊胡,,,,,,,,,,,,,,,,
Mountains,Mountains,山脉,,,,,,,,,,,,,,,,
Ridge,Ridge,山脊,,,,,,,,,,,,,,,,
Dogwood,Dogwood,山茱萸,,,,,,,,,,,,,,,,
Mandrill,Mandrill,山魈,,,,,,,,,,,,,,,,
Bluff,Bluff,峭壁,,,,,,,,,,,,,,,,
Panel,Panel,嵌板,,,,,,,,,,,,,,,,
Nest,Nest,巢穴,,,,,,,,,,,,,,,,
Toolbox,Toolbox,工具箱,,,,,,,,,,,,,,,,
Factory,Factory,工厂,,,,,,,,,,,,,,,,
Utility vest,Utility vest,工装背心,,,,,,,,,,,,,,,,
Chocolate,Chocolate,巧克力,,,,,,,,,,,,,,,,
Choco,Choco,巧克力,,,,,,,,,,,,,,,,
Ciabatta,Ciabatta,巧巴达,,,,,,,,,,,,,,,,
Toucan,Toucan,巨嘴鸟,,,,,,,,,,,,,,,,
Pavise shield,Pavise shield,巨盾,,,,,,,,,,,,,,,,
Boulder,Boulder,巨石,,,,,,,,,,,,,,,,
Troll,Troll,巨魔,,,,,,,,,,,,,,,,
Wizard,Wizard,巫师,,,,,,,,,,,,,,,,
Sent,Sent,已发送,,,,,,,,,,,,,,,,
Pug,Pug,巴哥犬,,,,,,,,,,,,,,,,
Bus,Bus,巴士,,,,,,,,,,,,,,,,
Balbo,Balbo,巴尔博胡,,,,,,,,,,,,,,,,
Barnsley,Barnsley,巴恩斯利蕨,,,,,,,,,,,,,,,,
Panama,Panama,巴拿马帽,,,,,,,,,,,,,,,,
Panama,Panama,巴拿马草帽,,,,,,,,,,,,,,,,
Bassoon,Bassoon,巴松管,,,,,,,,,,,,,,,,
Brazil flag,Brazil flag,巴西国旗,,,,,,,,,,,,,,,,
Market,Market,市场,,,,,,,,,,,,,,,,
Rag,Rag,布娃娃,,,,,,,,,,,,,,,,
Brownie,Brownie,布朗尼,,,,,,,,,,,,,,,,
Bowline,Bowline,布林结,,,,,,,,,,,,,,,,
Brogues,Brogues,布洛克鞋,,,,,,,,,,,,,,,,
Cuckoo,Cuckoo,布谷鸟钟,,,,,,,,,,,,,,,,
Brioche,Brioche,布里欧修,,,,,,,,,,,,,,,,
Brooklyn bridge,Brooklyn bridge,布鲁克林桥,,,,,,,,,,,,,,,,
Hilbert,Hilbert,希尔伯特曲线,,,,,,,,,,,,,,,,
Tent,Tent,帐篷,,,,,,,,,,,,,,,,
Anorak,Anorak,带风帽夹克,,,,,,,,,,,,,,,,
Hat,Hat,帽子,,,,,,,,,,,,,,,,
Limpet,Limpet,帽贝,,,,,,,,,,,,,,,,
Curtain,Curtain,幕墙,,,,,,,,,,,,,,,,
Arid,Arid,干旱地,,,,,,,,,,,,,,,,
Platform,Platform,平台桌,,,,,,,,,,,,,,,,
Tumbler,Tumbler,平底杯,,,,,,,,,,,,,,,,
Flats,Flats,平底鞋,,,,,,,,,,,,,,,,
Bungalow,Bungalow,平房,,,,,,,,,,,,,,,,
Plank yoga,Plank yoga,平板式,,,,,,,,,,,,,,,,
Planks,Planks,平板支撑,,,,,,,,,,,,,,,,
Paddle,Paddle,平板梳,,,,,,,,,,,,,,,,
Tablet,Tablet,平板电脑,,,,,,,,,,,,,,,,
Square knot,Square knot,平结,,,,,,,,,,,,,,,,
Boater,Boater,平顶草帽,,,,,,,,,,,,,,,,
Toddler,Toddler,幼儿,,,,,,,,,,,,,,,,
Cub,Cub,幼熊,,,,,,,,,,,,,,,,
Fawn,Fawn,幼鹿,,,,,,,,,,,,,,,,
Ghost,Ghost,幽灵,,,,,,,,,,,,,,,,
Claustro,Claustro,幽闭恐惧,,,,,,,,,,,,,,,,
Agora,Agora,广场恐惧,,,,,,,,,,,,,,,,
Manor,Manor,庄园,,,,,,,,,,,,,,,,
Bed,Bed,床,,,,,,,,,,,,,,,,
Mobile,Mobile,床铃,,,,,,,,,,,,,,,,
Undercut,Undercut,底层剪裁,,,,,,,,,,,,,,,,
Kick,Kick,底鼓,,,,,,,,,,,,,,,,
Seats,Seats,座位,,,,,,,,,,,,,,,,
Seat,Seat,座位,,,,,,,,,,,,,,,,
Clove pink,Clove pink,康乃馨,,,,,,,,,,,,,,,,
Builder,Builder,建筑工人,,,,,,,,,,,,,,,,
Switch,Switch,开关,,,,,,,,,,,,,,,,
Pistachio,Pistachio,开心果,,,,,,,,,,,,,,,,
Can opener,Can opener,开罐器,,,,,,,,,,,,,,,,
Cardigan,Cardigan,开衫,,,,,,,,,,,,,,,,
Opener,Opener,开门器,,,,,,,,,,,,,,,,
XOR,XOR,异或门,,,,,,,,,,,,,,,,
Bow,Bow,弓,,,,,,,,,,,,,,,,
Bow,Bow,弓弦,,,,,,,,,,,,,,,,
String,String,弓弦,,,,,,,,,,,,,,,,
Segment,Segment,弓形,,,,,,,,,,,,,,,,
Bow arrow,Bow arrow,弓箭,,,,,,,,,,,,,,,,
Pull-up,Pull-up,引体向上,,,,,,,,,,,,,,,,
Arc,Arc,弧,,,,,,,,,,,,,,,,
Crossbow,Crossbow,弩,,,,,,,,,,,,,,,,
Crossbow bolt,Crossbow bolt,弩箭,,,,,,,,,,,,,,,,
Cutlass,Cutlass,弯刀,,,,,,,,,,,,,,,,
Scimitar,Scimitar,弯刀,,,,,,,,,,,,,,,,
Falchion,Falchion,弯形剑,,,,,,,,,,,,,,,,
Comets,Comets,彗星,,,,,,,,,,,,,,,,
Comet,Comet,彗星,,,,,,,,,,,,,,,,
Shapes,Shapes,形状,,,,,,,,,,,,,,,,
Bunting,Bunting,彩旗,,,,,,,,,,,,,,,,
Lights,Lights,彩灯,,,,,,,,,,,,,,,,
Bauble,Bauble,彩球,,,,,,,,,,,,,,,,
Rainbow,Rainbow,彩虹,,,,,,,,,,,,,,,,
Lorikeet,Lorikeet,彩虹鹦鹉,,,,,,,,,,,,,,,,
Hiking boots,Hiking boots,徒步靴,,,,,,,,,,,,,,,,
Trail shoes,Trail shoes,徒步鞋,,,,,,,,,,,,,,,,
Smiling,Smiling,微笑,,,,,,,,,,,,,,,,
Smile,Smile,微笑,,,,,,,,,,,,,,,,
Delta,Delta,德尔塔,,,,,,,,,,,,,,,,
Derbies,Derbies,德比鞋,,,,,,,,,,,,,,,,
Badge,Badge,徽章,,,,,,,,,,,,,,,,
Heart,Heart,心,,,,,,,,,,,,,,,,
Heart organ,Heart organ,心脏,,,,,,,,,,,,,,,,
Heart,Heart,心脏,,,,,,,,,,,,,,,,
Heart chakras,Heart chakras,心轮,,,,,,,,,,,,,,,,
Joy,Joy,快乐,,,,,,,,,,,,,,,,
Quickdraw,Quickdraw,快挂,,,,,,,,,,,,,,,,
Shortcut,Shortcut,快捷方式,,,,,,,,,,,,,,,,
Rewind,Rewind,快退,,,,,,,,,,,,,,,,
Courier,Courier,快递员,,,,,,,,,,,,,,,,
Pocket watch,Pocket watch,怀表,,,,,,,,,,,,,,,,
Lovers,Lovers,恋人,,,,,,,,,,,,,,,,
Horror,Horror,恐怖片,,,,,,,,,,,,,,,,
Fear,Fear,恐惧,,,,,,,,,,,,,,,,
Stars,Stars,恒星,,,,,,,,,,,,,,,,
Demon,Demon,恶魔,,,,,,,,,,,,,,,,
Sydney bridge,Sydney bridge,悉尼海港大桥,,,,,,,,,,,,,,,,
Cliff,Cliff,悬崖,,,,,,,,,,,,,,,,
Suspension,Suspension,悬索桥,,,,,,,,,,,,,,,,
Sad,Sad,悲伤,,,,,,,,,,,,,,,,
Sadness,Sadness,悲伤,,,,,,,,,,,,,,,,
Surprise,Surprise,惊讶,,,,,,,,,,,,,,,,
Italy,Italy,意大利,,,,,,,,,,,,,,,,
Pasta,Pasta,意大利面,,,,,,,,,,,,,,,,
Ravioli,Ravioli,意大利饺子,,,,,,,,,,,,,,,,
Gnocchi,Gnocchi,意式团子,,,,,,,,,,,,,,,,
Espresso,Espresso,意式浓缩咖啡,,,,,,,,,,,,,,,,
Fool,Fool,愚者,,,,,,,,,,,,,,,,
Fool jester,Fool jester,愚者,,,,,,,,,,,,,,,,
Sensor,Sensor,感测器,,,,,,,,,,,,,,,,
Anger,Anger,愤怒,,,,,,,,,,,,,,,,
Angry,Angry,愤怒,,,,,,,,,,,,,,,,
Mousse,Mousse,慕斯,,,,,,,,,,,,,,,,
Gorgon,Gorgon,戈耳工,,,,,,,,,,,,,,,,
Adult,Adult,成年人,,,,,,,,,,,,,,,,
Ring,Ring,戒指,,,,,,,,,,,,,,,,
OR,OR,或门,,,,,,,,,,,,,,,,
NOR,NOR,或非门,,,,,,,,,,,,,,,,
Loot,Loot,战利品,,,,,,,,,,,,,,,,
Warrior yoga,Warrior yoga,战士式,,,,,,,,,,,,,,,,
Battle axe,Battle axe,战斧,,,,,,,,,,,,,,,,
Chariot,Chariot,战车,,,,,,,,,,,,,,,,
Halberd,Halberd,戟,,,,,,,,,,,,,,,,
House,House,房子,,,,,,,,,,,,,,,,
House door,House door,房门,,,,,,,,,,,,,,,,
Room,Room,房间,,,,,,,,,,,,,,,,
Sector,Sector,扇形,,,,,,,,,,,,,,,,
Scallop,Scallop,扇贝,,,,,,,,,,,,,,,,
Gesture,Gesture,手势,,,,,,,,,,,,,,,,
Gloves,Gloves,手套,,,,,,,,,,,,,,,,
Clutch bag,Clutch bag,手拿包,,,,,,,,,,,,,,,,
Finger,Finger,手指,,,,,,,,,,,,,,,,
Trolley,Trolley,手推车,,,,,,,,,,,,,,,,
Handbag,Handbag,手提包,,,,,,,,,,,,,,,,
Suitcase,Suitcase,手提箱,,,,,,,,,,,,,,,,
Case,Case,手提箱,,,,,,,,,,,,,,,,
Tote bag,Tote bag,手提袋,,,,,,,,,,,,,,,,
Handbell,Handbell,手摇铃,,,,,,,,,,,,,,,,
Phone,Phone,手机,,,,,,,,,,,,,,,,
Handgun,Handgun,手枪,,,,,,,,,,,,,,,,
Handle,Handle,手柄,,,,,,,,,,,,,,,,
Grenade,Grenade,手榴弹,,,,,,,,,,,,,,,,
Flashlight,Flashlight,手电筒,,,,,,,,,,,,,,,,
Wrist,Wrist,手腕,,,,,,,,,,,,,,,,
Watch,Watch,手表,,,,,,,,,,,,,,,,
